exch_no,stock_code,last_price,price_type,order_oper_way,min_qty
1,600068,6.19,1,11,100
1,600069,2.73,1,11,100
1,600070,8.65,1,11,100
1,600071,11.62,1,11,100
1,600072,17.63,1,11,100
1,600073,9.34,1,11,100
1,600075,5.10,1,11,100
1,600076,4.53,1,11,100
1,600077,2.57,1,11,100
1,600078,6.18,1,11,100
1,600079,12.42,1,11,100
1,600080,6.66,1,11,100
1,600081,12.50,1,11,100
1,600082,4.32,1,11,100
1,600083,17.88,1,11,100
1,600084,2.34,1,11,100
1,600085,28.00,1,11,100
1,600086,3.54,1,11,100
1,600088,16.26,1,11,100
1,600089,6.83,1,11,100
1,600090,4.78,1,11,100
1,600091,3.83,1,11,100
1,600093,13.16,1,11,100
1,600094,8.04,1,11,100
1,600095,11.13,1,11,100
1,600096,5.63,1,11,100
1,600097,10.42,1,11,100
1,600098,6.27,1,11,100
1,600099,7.30,1,11,100
1,600100,9.65,1,11,100
1,600101,6.83,1,11,100
1,600103,2.30,1,11,100
1,600104,25.01,1,11,100
1,600105,4.53,1,11,100
1,600106,3.12,1,11,100
1,600107,7.08,1,11,100
1,600108,3.22,1,11,100
1,600109,9.42,1,11,100
1,600110,4.63,1,11,100
1,600111,11.79,1,11,100
1,600112,2.58,1,11,100
1,600113,7.60,1,11,100
1,600114,7.37,1,11,100
1,600115,5.46,1,11,100
1,600116,7.78,1,11,100
1,600117,3.59,1,11,100
1,600118,24.05,1,11,100
1,600119,5.34,1,11,100
1,600120,12.69,1,11,100
1,600121,2.58,1,11,100
1,600122,3.07,1,11,100
1,600123,6.88,1,11,100
1,600125,6.28,1,11,100
1,600126,4.26,1,11,100
1,600127,4.99,1,11,100
1,600128,7.99,1,11,100
1,600129,11.72,1,11,100
1,600130,3.97,1,11,100
1,600131,18.99,1,11,100
1,600132,42.36,1,11,100
1,600133,5.75,1,11,100
1,600135,7.58,1,11,100
1,600136,12.60,1,11,100
1,600137,15.65,1,11,100
1,600138,12.95,1,11,100
1,600139,3.71,1,11,100
1,600141,11.35,1,11,100
1,600146,20.78,1,11,100
1,600148,15.69,1,11,100
1,600149,5.81,1,11,100
1,600150,24.34,1,11,100
1,600151,5.31,1,11,100
1,600152,6.69,1,11,100
1,600153,8.93,1,11,100
1,600155,15.15,1,11,100
1,600156,4.81,1,11,100
1,600157,1.61,1,11,100
1,600158,11.06,1,11,100
1,600159,2.69,1,11,100
1,600160,7.48,1,11,100
1,600161,27.36,1,11,100
1,600162,2.45,1,11,100
1,600163,3.89,1,11,100
1,600165,4.15,1,11,100
1,600166,2.25,1,11,100
1,600167,11.78,1,11,100
1,600168,7.03,1,11,100
1,600169,2.57,1,11,100
1,600170,3.55,1,11,100
1,600171,17.22,1,11,100
1,600172,3.43,1,11,100
1,600173,4.73,1,11,100
1,600175,2.27,1,11,100
1,600176,8.60,1,11,100
1,600177,6.44,1,11,100
1,600178,5.15,1,11,100
1,600179,3.89,1,11,100
1,600180,8.38,1,11,100
1,600182,17.12,1,11,100
1,600183,26.63,1,11,100
1,600184,12.81,1,11,100
1,600185,5.06,1,11,100
1,600186,1.56,1,11,100
1,600187,2.90,1,11,100
1,600188,11.35,1,11,100
1,600189,4.00,1,11,100
1,600190,3.20,1,11,100
1,600191,5.79,1,11,100
1,600192,5.75,1,11,100
1,600193,3.67,1,11,100
1,600195,15.35,1,11,100
1,600196,27.51,1,11,100
1,600197,16.05,1,11,100
1,600198,12.59,1,11,100
1,600199,6.65,1,11,100
1,600200,5.44,1,11,100
1,600201,17.73,1,11,100
1,600202,4.99,1,11,100
1,600203,6.49,1,11,100
1,600206,11.77,1,11,100
1,600207,5.48,1,11,100
1,600208,3.08,1,11,100
1,600209,3.14,1,11,100
1,600210,3.84,1,11,100
1,600211,38.03,1,11,100
1,600212,4.27,1,11,100
1,600213,10.33,1,11,100
1,600215,7.09,1,11,100
1,600216,12.55,1,11,100
1,600217,5.70,1,11,100
1,600218,13.04,1,11,100
1,600219,2.25,1,11,100
1,600220,2.34,1,11,100
1,600221,1.88,1,11,100
1,600222,4.81,1,11,100
1,600223,3.51,1,11,100
1,600225,3.61,1,11,100
1,600226,3.34,1,11,100
1,600227,2.77,1,11,100
1,600228,7.16,1,11,100
1,600229,7.41,1,11,100
1,600230,13.16,1,11,100
1,600231,2.93,1,11,100
1,600232,5.90,1,11,100
1,600233,12.28,1,11,100
1,600234,8.45,1,11,100
1,600235,5.10,1,11,100
1,600236,4.74,1,11,100
1,600237,4.20,1,11,100
1,600238,8.40,1,11,100
1,600239,3.14,1,11,100
1,600240,1.00,1,11,100
1,600241,5.70,1,11,100
1,600242,9.63,1,11,100
1,600243,4.42,1,11,100
1,600246,4.08,1,11,100
1,600247,4.08,1,11,100
1,600248,4.51,1,11,100
1,600249,4.35,1,11,100
1,600250,7.07,1,11,100
1,600251,5.73,1,11,100
1,600252,2.99,1,11,100
1,600255,1.80,1,11,100
1,600256,3.50,1,11,100
1,600257,4.48,1,11,100
1,600258,18.08,1,11,100
1,600259,35.27,1,11,100
1,600260,13.76,1,11,100
1,600261,4.50,1,11,100
1,600262,20.74,1,11,100
1,600265,25.95,1,11,100
1,600266,7.48,1,11,100
1,600267,10.83,1,11,100
1,600268,5.55,1,11,100
1,600269,4.26,1,11,100
1,600271,23.21,1,11,100
1,600272,8.19,1,11,100
1,600273,12.61,1,11,100
1,600275,2.41,1,11,100
1,600276,79.76,1,11,100
1,600277,4.86,1,11,100
1,600278,12.40,1,11,100
1,600279,4.46,1,11,100
1,600280,3.41,1,11,100
1,600281,4.86,1,11,100
1,600282,3.42,1,11,100
1,600283,10.05,1,11,100
1,600284,6.66,1,11,100
1,600285,8.99,1,11,100
1,600287,6.45,1,11,100
1,600288,11.04,1,11,100
1,600289,2.84,1,11,100
1,600290,4.56,1,11,100
1,600291,9.93,1,11,100
1,600292,5.94,1,11,100
1,600293,4.21,1,11,100
1,600295,8.42,1,11,100
1,600297,4.13,1,11,100
1,600298,28.65,1,11,100
1,600299,10.88,1,11,100
1,600300,3.30,1,11,100
1,600301,6.64,1,11,100
1,600302,5.01,1,11,100
1,600303,3.90,1,11,100
1,600305,15.47,1,11,100
1,600306,6.17,1,11,100
1,600307,1.99,1,11,100
1,600308,4.42,1,11,100
1,600309,47.27,1,11,100
1,600310,4.55,1,11,100
1,600311,4.39,1,11,100
1,600312,7.50,1,11,100
1,600313,3.33,1,11,100
1,600315,32.83,1,11,100
1,600316,16.44,1,11,100
1,600317,2.69,1,11,100
1,600318,8.13,1,11,100
1,600319,5.17,1,11,100
1,600320,3.61,1,11,100
1,600321,1.79,1,11,100
1,600322,3.45,1,11,100
1,600323,18.50,1,11,100
1,600325,7.45,1,11,100
1,600326,7.20,1,11,100
1,600327,3.67,1,11,100
1,600328,8.19,1,11,100
1,600329,14.64,1,11,100
1,600330,7.32,1,11,100
1,600331,2.83,1,11,100
1,600332,37.14,1,11,100
1,600333,5.57,1,11,100
1,600335,6.97,1,11,100
1,600336,4.49,1,11,100
1,600337,4.07,1,11,100
1,600338,13.26,1,11,100
1,600339,3.94,1,11,100
1,600340,28.00,1,11,100
1,600343,10.53,1,11,100
1,600345,25.60,1,11,100
1,600346,16.08,1,11,100
1,600348,5.51,1,11,100
1,600350,4.54,1,11,100
1,600351,6.36,1,11,100
1,600352,15.65,1,11,100
1,600353,5.71,1,11,100
1,600354,6.17,1,11,100
1,600355,3.77,1,11,100
1,600356,8.92,1,11,100
1,600358,4.08,1,11,100
1,600359,6.74,1,11,100
1,600360,6.48,1,11,100
1,600361,3.92,1,11,100
1,600362,15.18,1,11,100
1,600363,13.00,1,11,100
1,600365,4.99,1,11,100
1,600366,7.32,1,11,100
1,600367,8.08,1,11,100
1,600368,5.00,1,11,100
1,600369,4.90,1,11,100
1,600370,3.08,1,11,100
1,600371,13.63,1,11,100
1,600372,15.50,1,11,100
1,600373,13.48,1,11,100
1,600375,5.19,1,11,100
1,600376,8.46,1,11,100
1,600377,10.33,1,11,100
1,600378,15.71,1,11,100
1,600379,5.82,1,11,100
1,600380,9.70,1,11,100
1,600381,5.80,1,11,100
1,600382,7.32,1,11,100
1,600383,12.13,1,11,100
1,600385,7.92,1,11,100
1,600386,4.14,1,11,100
1,600387,7.75,1,11,100
1,600388,10.84,1,11,100
1,600389,21.16,1,11,100
1,600390,9.69,1,11,100
1,600391,17.70,1,11,100
1,600392,9.84,1,11,100
1,600393,2.78,1,11,100
1,600395,5.40,1,11,100
1,600396,1.77,1,11,100
1,600397,2.51,1,11,100
1,600398,8.44,1,11,100
1,600399,2.94,1,11,100
1,600400,3.46,1,11,100
1,600403,3.69,1,11,100
1,600405,5.02,1,11,100
1,600406,19.99,1,11,100
1,600408,2.39,1,11,100
1,600409,5.51,1,11,100
1,600410,12.61,1,11,100
1,600415,4.04,1,11,100
1,600416,6.96,1,11,100
1,600418,5.39,1,11,100
1,600419,14.31,1,11,100
1,600420,9.06,1,11,100
1,600421,7.32,1,11,100
1,600422,12.09,1,11,100
1,600423,3.07,1,11,100
1,600425,3.99,1,11,100
1,600426,16.84,1,11,100
1,600428,3.76,1,11,100
1,600429,5.85,1,11,100
1,600433,3.68,1,11,100
1,600435,9.55,1,11,100
1,600436,100.20,1,11,100
1,600438,14.90,1,11,100
1,600439,3.39,1,11,100
1,600444,11.70,1,11,100
1,600446,24.96,1,11,100
1,600448,6.66,1,11,100
1,600449,9.09,1,11,100
1,600452,20.40,1,11,100
1,600455,27.76,1,11,100
1,600456,27.54,1,11,100
1,600458,9.94,1,11,100
1,600459,17.07,1,11,100
1,600460,18.67,1,11,100
1,600461,6.36,1,11,100
1,600462,1.41,1,11,100
1,600463,8.11,1,11,100
1,600466,6.32,1,11,100
1,600467,2.55,1,11,100
1,600468,3.77,1,11,100
1,600469,5.49,1,11,100
1,600470,5.18,1,11,100
1,600475,10.88,1,11,100
1,600476,18.49,1,11,100
1,600477,3.03,1,11,100
1,600478,4.63,1,11,100
1,600479,9.65,1,11,100
1,600480,8.14,1,11,100
1,600481,3.53,1,11,100
1,600483,9.14,1,11,100
1,600485,1.75,1,11,100
1,600486,51.80,1,11,100
1,600487,16.35,1,11,100
1,600488,4.36,1,11,100
1,600489,9.59,1,11,100
1,600490,5.20,1,11,100
1,600491,7.27,1,11,100
1,600493,6.06,1,11,100
1,600495,4.49,1,11,100
1,600496,2.85,1,11,100
1,600497,4.78,1,11,100
1,600498,29.35,1,11,100
1,600499,4.41,1,11,100
1,600500,5.39,1,11,100
1,600501,9.76,1,11,100
1,600502,4.52,1,11,100
1,600503,3.60,1,11,100
1,600505,8.54,1,11,100
1,600506,11.68,1,11,100
1,600507,9.01,1,11,100
1,600508,9.41,1,11,100
1,600509,4.44,1,11,100
1,600510,6.32,1,11,100
1,600511,28.69,1,11,100
1,600512,2.83,1,11,100
1,600513,7.36,1,11,100
1,600515,4.54,1,11,100
1,600516,12.67,1,11,100
1,600517,7.65,1,11,100
1,600518,3.57,1,11,100
1,600519,1099.00,1,11,100
1,600520,12.66,1,11,100
1,600521,15.34,1,11,100
1,600522,8.98,1,11,100
1,600523,15.50,1,11,100
1,600525,6.31,1,11,100
1,600526,5.00,1,11,100
1,600527,2.19,1,11,100
1,600528,10.78,1,11,100
1,600529,22.74,1,11,100
1,600530,5.32,1,11,100
1,600531,5.25,1,11,100
1,600532,4.37,1,11,100
1,600533,3.51,1,11,100
1,600535,17.37,1,11,100
1,600536,81.55,1,11,100
1,600537,3.52,1,11,100
1,600538,5.01,1,11,100
1,600539,6.35,1,11,100
1,600540,4.41,1,11,100
1,600543,6.77,1,11,100
1,600545,6.97,1,11,100
1,600546,6.82,1,11,100
1,600547,38.19,1,11,100
1,600548,10.42,1,11,100
1,600549,13.39,1,11,100
1,600550,3.56,1,11,100
1,600551,8.55,1,11,100
1,600552,5.60,1,11,100
1,600555,2.62,1,11,100
1,600556,8.15,1,11,100
1,600557,16.56,1,11,100
1,600558,3.41,1,11,100
1,600559,12.40,1,11,100
1,600560,9.52,1,11,100
1,600561,6.30,1,11,100
1,600562,16.89,1,11,100
1,600563,40.44,1,11,100
1,600565,3.62,1,11,100
1,600566,30.39,1,11,100
1,600567,3.27,1,11,100
1,600568,1.85,1,11,100
1,600569,2.59,1,11,100
1,600570,81.38,1,11,100
1,600571,10.85,1,11,100
1,600572,7.09,1,11,100
1,600573,7.17,1,11,100
1,600575,2.98,1,11,100
1,600576,4.63,1,11,100
1,600577,2.85,1,11,100
1,600578,3.15,1,11,100
1,600579,11.88,1,11,100
1,600580,9.12,1,11,100
1,600581,3.51,1,11,100
1,600582,3.45,1,11,100
1,600583,5.73,1,11,100
1,600584,19.40,1,11,100
1,600585,42.23,1,11,100
1,600586,3.00,1,11,100
1,600587,16.80,1,11,100
1,600588,34.07,1,11,100
1,600589,5.67,1,11,100
1,600590,6.81,1,11,100
