exch_no,stock_code,order_price,price_type,order_oper_way
2,000958,6.75,1,11
2,000959,3.49,1,11
2,000960,11.08,1,11
2,000961,7.92,1,11
2,000962,7.67,1,11
2,000963,28.86,1,11
2,000965,3.44,1,11
2,000966,5.31,1,11
2,000967,6.97,1,11
2,000968,11.19,1,11
2,000969,7.71,1,11
2,000970,10.66,1,11
2,000971,2.17,1,11
2,000972,2.70,1,11
2,000973,4.14,1,11
2,000975,15.90,1,11
2,000976,5.52,1,11
2,000977,26.68,1,11
2,000978,5.52,1,11
2,000979,0.22,1,11
2,000980,3.87,1,11
2,000981,1.54,1,11
2,000982,1.62,1,11
2,000983,6.18,1,11
2,000985,14.80,1,11
2,000987,9.77,1,11
2,000988,21.38,1,11
2,000989,9.00,1,11
2,000990,16.90,1,11
2,000993,8.19,1,11
2,000995,7.47,1,11
2,000996,14.03,1,11
2,000997,18.05,1,11
2,000998,13.04,1,11
2,000999,30.98,1,11
2,002001,22.39,1,11
2,002181,4.66,1,11
1,600000,11.95,1,11
1,600004,19.85,1,11
1,600006,4.87,1,11
1,600007,16.79,1,11
1,600008,3.54,1,11
1,600009,82.20,1,11
1,600010,1.54,1,11
1,600011,6.36,1,11
1,600012,5.66,1,11
1,600015,7.55,1,11
1,600016,6.15,1,11
1,600019,6.14,1,11
1,600020,4.50,1,11
1,600021,8.14,1,11
1,600026,7.06,1,11
1,600028,5.26,1,11
1,600029,6.87,1,11
1,600030,24.39,1,11
1,600031,14.60,1,11
1,600033,3.14,1,11
1,600035,3.46,1,11
1,600036,35.05,1,11
1,600037,10.09,1,11
1,600038,48.68,1,11
1,600039,3.42,1,11
1,600050,6.43,1,11
1,600051,6.35,1,11
1,600052,6.46,1,11
1,600053,23.66,1,11
1,600054,9.49,1,11
1,600055,10.30,1,11
1,600056,13.67,1,11
1,600057,4.50,1,11
1,600058,8.24,1,11
1,600059,8.89,1,11
1,600060,8.07,1,11
1,600061,13.71,1,11
1,600062,13.76,1,11
1,600063,3.32,1,11
1,600064,9.64,1,11
1,600066,15.10,1,11
1,600067,4.30,1,11
1,600068,6.19,1,11
1,600069,2.83,1,11
1,600070,8.62,1,11
1,600071,12.54,1,11
1,600072,17.69,1,11
1,600073,9.33,1,11
1,600074,1.04,1,11
1,600075,5.03,1,11
1,600076,4.47,1,11
1,600077,2.58,1,11
1,600078,5.84,1,11
1,600079,12.27,1,11
1,600080,6.73,1,11
1,600081,12.48,1,11
1,600082,4.31,1,11
1,600083,16.80,1,11
1,600084,2.38,1,11
1,600085,28.19,1,11
1,600086,3.52,1,11
1,600088,15.64,1,11
1,600089,6.79,1,11
1,600090,4.99,1,11
1,600091,3.79,1,11
1,600093,12.88,1,11
1,600094,7.60,1,11
1,600095,11.59,1,11
1,600096,5.60,1,11
1,600097,10.44,1,11
1,600098,6.25,1,11
1,600099,7.13,1,11
1,600100,9.37,1,11
1,600101,6.57,1,11
1,600103,2.25,1,11
1,600104,25.34,1,11
1,600105,4.47,1,11
1,600106,3.12,1,11
1,600107,7.13,1,11
1,600108,3.24,1,11
1,600109,9.49,1,11
1,600110,4.59,1,11
1,600111,11.94,1,11
1,600112,2.53,1,11
1,600113,7.71,1,11
1,600114,6.74,1,11
1,600115,5.42,1,11
1,600116,7.56,1,11
1,600117,3.57,1,11
1,600118,23.94,1,11
1,600119,5.11,1,11
1,600120,12.78,1,11
1,600121,2.54,1,11
1,600122,3.04,1,11
1,600123,6.86,1,11
1,600125,6.24,1,11
1,600126,4.23,1,11
1,600127,5.03,1,11
1,600128,8.00,1,11
1,600129,11.78,1,11
1,600130,3.90,1,11
1,600131,19.19,1,11
1,600132,41.91,1,11
1,600133,5.65,1,11
1,600135,7.47,1,11
1,600136,11.84,1,11
1,600137,15.63,1,11
1,600138,12.94,1,11
1,600139,3.76,1,11
1,600141,11.25,1,11
1,600145,1.87,1,11
1,600146,20.28,1,11
1,600148,15.51,1,11
1,600149,5.67,1,11
1,600150,24.45,1,11
1,600151,5.09,1,11
1,600152,6.90,1,11
1,600153,9.05,1,11
1,600155,14.14,1,11
1,600156,4.76,1,11
1,600157,1.61,1,11
1,600158,10.76,1,11
1,600159,2.65,1,11
1,600160,7.49,1,11
1,600161,27.51,1,11
1,600162,2.48,1,11
1,600163,3.89,1,11
1,600165,4.09,1,11
1,600166,2.19,1,11
1,600167,11.62,1,11
1,600168,6.94,1,11
1,600169,2.55,1,11
1,600170,3.55,1,11
1,600171,16.80,1,11
1,600172,3.35,1,11
1,600173,4.55,1,11
1,600175,2.25,1,11
1,600176,8.70,1,11
1,600177,6.46,1,11
1,600178,5.27,1,11
1,600179,3.93,1,11
1,600180,8.47,1,11
1,600182,16.97,1,11
1,600183,25.38,1,11
1,600184,12.66,1,11
1,600185,4.96,1,11
1,600186,1.56,1,11
1,600187,2.86,1,11
1,600188,11.40,1,11
1,600189,4.00,1,11
1,600190,3.19,1,11
1,600191,5.84,1,11
1,600192,5.84,1,11
1,600193,3.61,1,11
1,600195,17.12,1,11
1,600196,27.61,1,11
1,600197,16.00,1,11
1,600198,12.30,1,11
1,600199,6.71,1,11
1,600200,5.43,1,11
1,600201,17.89,1,11
1,600202,4.96,1,11
1,600203,6.44,1,11
1,600206,11.91,1,11
1,600207,5.07,1,11
1,600208,3.08,1,11
1,600209,3.00,1,11
1,600210,3.86,1,11
1,600211,37.60,1,11
1,600212,4.15,1,11
1,600213,10.60,1,11
1,600215,6.91,1,11
1,600216,12.75,1,11
1,600217,5.65,1,11
1,600218,13.48,1,11
1,600219,2.24,1,11
1,600220,2.32,1,11
1,600221,1.90,1,11
1,600222,4.81,1,11
1,600223,3.48,1,11
1,600225,3.56,1,11
1,600226,3.36,1,11
1,600227,2.76,1,11
1,600228,6.82,1,11
1,600229,7.33,1,11
1,600230,12.99,1,11
1,600231,2.91,1,11
1,600232,6.08,1,11
1,600233,12.26,1,11
1,600234,8.76,1,11
1,600235,5.05,1,11
1,600236,4.69,1,11
1,600237,4.15,1,11
1,600238,8.45,1,11
1,600239,3.07,1,11
1,600240,0.94,1,11
1,600241,5.66,1,11
1,600242,8.59,1,11
1,600243,4.37,1,11
1,600246,3.96,1,11
1,600247,3.94,1,11
1,600248,4.45,1,11
1,600249,4.28,1,11
1,600250,7.22,1,11
1,600251,5.74,1,11
1,600252,3.00,1,11
1,600255,1.78,1,11
1,600256,3.43,1,11
1,600257,4.49,1,11
1,600258,18.12,1,11
1,600259,35.93,1,11
1,600260,13.95,1,11
1,600261,4.25,1,11
1,600262,20.84,1,11
1,600265,26.09,1,11
1,600266,7.37,1,11
1,600267,10.89,1,11
1,600268,5.48,1,11
1,600269,4.25,1,11
1,600270,20.99,1,11
1,600271,22.84,1,11
1,600272,8.08,1,11
1,600273,12.70,1,11
1,600275,2.34,1,11
1,600276,78.09,1,11
1,600277,4.72,1,11
1,600278,12.47,1,11
1,600279,4.45,1,11
1,600280,3.41,1,11
1,600281,4.81,1,11
1,600282,3.39,1,11
1,600283,9.95,1,11
1,600284,6.63,1,11
1,600285,8.56,1,11
1,600287,6.46,1,11
1,600288,11.06,1,11
1,600289,2.74,1,11
1,600290,4.45,1,11
1,600291,9.80,1,11
1,600292,5.87,1,11
1,600293,4.17,1,11
1,600295,8.43,1,11
1,600297,4.05,1,11
1,600298,28.88,1,11
1,600299,11.11,1,11
1,600300,3.30,1,11
1,600301,6.60,1,11
1,600302,4.92,1,11
1,600303,3.92,1,11
1,600305,15.63,1,11
1,600306,6.09,1,11
1,600307,1.98,1,11
1,600308,4.37,1,11
1,600309,46.50,1,11
1,600310,4.53,1,11
1,600311,4.35,1,11
1,600312,7.34,1,11
1,600313,3.38,1,11
1,600315,32.99,1,11
1,600316,16.47,1,11
1,600317,2.69,1,11
1,600318,8.30,1,11
1,600319,5.17,1,11
1,600320,3.57,1,11
1,600321,1.79,1,11
1,600322,3.43,1,11
1,600323,18.29,1,11
1,600325,7.30,1,11
1,600326,7.25,1,11
1,600327,3.63,1,11
1,600328,8.18,1,11
1,600329,14.74,1,11
1,600330,7.29,1,11
1,600331,2.84,1,11
1,600332,37.56,1,11
1,600333,5.44,1,11
1,600335,6.97,1,11
1,600336,4.48,1,11
1,600337,3.99,1,11
1,600338,13.17,1,11
1,600339,3.86,1,11
1,600340,27.58,1,11
1,600343,10.47,1,11
1,600345,25.36,1,11
1,600346,16.11,1,11
1,600348,5.48,1,11
1,600350,4.52,1,11
1,600351,6.24,1,11
1,600352,15.99,1,11
1,600353,5.61,1,11
1,600354,6.31,1,11
1,600355,3.78,1,11
1,600356,8.60,1,11
1,600358,4.05,1,11
1,600359,6.90,1,11
1,600360,6.20,1,11
1,600361,3.92,1,11
1,600362,15.00,1,11
1,600363,13.10,1,11
1,600365,5.08,1,11
1,600366,7.49,1,11
1,600367,8.01,1,11
1,600368,5.15,1,11
1,600369,4.90,1,11
1,600370,3.07,1,11
1,600371,14.13,1,11
1,600372,15.51,1,11
1,600373,13.40,1,11
1,600375,5.26,1,11
1,600376,8.06,1,11
1,600377,10.15,1,11
1,600378,15.57,1,11
1,600379,5.86,1,11
1,600380,9.69,1,11
1,600381,5.73,1,11
1,600382,7.26,1,11
1,600383,11.73,1,11
1,600385,7.93,1,11
1,600386,4.11,1,11
1,600387,7.65,1,11
1,600388,10.85,1,11
1,600389,21.13,1,11
1,600390,9.61,1,11
1,600391,17.70,1,11
1,600392,10.06,1,11
1,600393,2.74,1,11
1,600395,5.36,1,11
1,600396,1.73,1,11
1,600397,2.44,1,11
1,600398,8.38,1,11
1,600399,2.94,1,11
1,600400,3.46,1,11
1,600401,0.15,1,11
1,600403,3.68,1,11
1,600405,4.93,1,11
1,600406,20.10,1,11
1,600408,2.38,1,11
1,600409,5.42,1,11
1,600410,12.08,1,11
1,600415,3.97,1,11
1,600416,7.31,1,11
1,600418,5.29,1,11
1,600419,14.37,1,11
1,600420,9.01,1,11
1,600421,6.93,1,11
1,600422,12.12,1,11
1,600423,3.08,1,11
1,600425,3.95,1,11
1,600426,16.33,1,11
1,600428,3.80,1,11
1,600429,5.80,1,11
1,600432,1.38,1,11
1,600433,3.63,1,11
1,600435,9.45,1,11
1,600436,100.42,1,11
1,600438,14.47,1,11
1,600439,3.41,1,11
1,600444,11.47,1,11
1,600446,24.55,1,11
1,600448,6.49,1,11
1,600449,9.07,1,11
1,600452,20.38,1,11
1,600455,27.72,1,11
1,600456,27.99,1,11
1,600458,9.85,1,11
1,600459,17.27,1,11
1,600460,16.60,1,11
1,600461,6.43,1,11
1,600462,1.40,1,11
1,600463,7.87,1,11
1,600466,6.05,1,11
1,600467,2.49,1,11
1,600468,3.74,1,11
1,600469,5.63,1,11
1,600470,5.14,1,11
1,600475,10.64,1,11
1,600476,17.91,1,11
1,600477,3.02,1,11
1,600478,4.74,1,11
1,600479,9.66,1,11
1,600480,8.07,1,11
1,600481,3.50,1,11
1,600483,9.29,1,11
1,600485,1.71,1,11
1,600486,52.68,1,11
1,600487,16.24,1,11
1,600488,4.43,1,11
1,600489,9.54,1,11
1,600490,5.17,1,11
1,600491,7.14,1,11
1,600493,6.02,1,11
1,600495,4.44,1,11
1,600496,2.82,1,11
1,600497,4.76,1,11
1,600498,29.09,1,11
1,600499,4.31,1,11
1,600500,5.37,1,11
1,600501,9.78,1,11
1,600502,4.47,1,11
1,600503,3.48,1,11
1,600505,7.05,1,11
1,600506,11.92,1,11
1,600507,9.09,1,11
1,600508,9.33,1,11
1,600509,4.43,1,11
1,600510,6.39,1,11
1,600511,28.55,1,11
1,600512,2.83,1,11
1,600513,7.28,1,11
1,600515,4.49,1,11
1,600516,11.91,1,11
1,600517,7.72,1,11
1,600518,3.56,1,11
1,600519,1069.52,1,11
1,600520,12.33,1,11
1,600521,17.39,1,11
1,600522,8.96,1,11
1,600523,15.07,1,11
1,600525,6.26,1,11
1,600526,4.99,1,11
1,600527,2.15,1,11
1,600528,10.80,1,11
1,600529,21.37,1,11
1,600530,5.41,1,11
1,600531,5.23,1,11
1,600532,4.29,1,11
1,600533,3.47,1,11
1,600535,17.58,1,11
1,600536,81.40,1,11
1,600537,3.48,1,11
1,600538,5.04,1,11
1,600539,6.36,1,11
1,600540,4.43,1,11
1,600543,6.68,1,11
1,600545,6.88,1,11
1,600546,7.04,1,11
1,600547,37.65,1,11
1,600548,10.14,1,11
1,600549,13.58,1,11
1,600550,3.54,1,11
1,600551,8.57,1,11
1,600552,5.47,1,11
1,600555,2.60,1,11
1,600556,8.17,1,11
1,600557,16.79,1,11
1,600558,3.41,1,11
1,600559,12.60,1,11
1,600560,9.32,1,11
1,600561,6.25,1,11
1,600562,16.93,1,11
1,600563,39.97,1,11
1,600565,3.62,1,11
1,600566,30.21,1,11
1,600567,3.28,1,11
1,600568,1.89,1,11
1,600569,2.53,1,11
1,600570,80.85,1,11
1,600571,10.47,1,11
1,600572,6.78,1,11
1,600573,7.08,1,11
1,600575,2.95,1,11
1,600576,4.46,1,11
1,600577,2.84,1,11
1,600578,3.11,1,11
1,600579,12.04,1,11
1,600580,9.10,1,11
1,600581,3.45,1,11
1,600582,3.48,1,11
1,600583,5.42,1,11
1,600584,19.04,1,11
1,600585,42.29,1,11
1,600586,3.00,1,11
1,600587,16.89,1,11
1,600588,34.55,1,11
1,600589,5.59,1,11
1,600590,6.61,1,11
1,600592,17.89,1,11
1,600593,38.74,1,11
1,600594,5.24,1,11
1,600595,1.46,1,11
1,600596,10.40,1,11
1,600597,11.11,1,11
1,600598,10.38,1,11
1,600599,14.23,1,11
1,600602,8.47,1,11
1,600604,10.31,1,11
1,600605,11.25,1,11
1,600606,7.15,1,11
1,600608,4.47,1,11
1,600609,4.11,1,11
1,600610,100.00,1,11
1,600611,4.26,1,11
1,600612,52.30,1,11
1,600613,7.43,1,11
1,600614,1.24,1,11
1,600615,6.88,1,11
1,600616,5.52,1,11
1,600617,5.24,1,11
1,600618,7.95,1,11
1,600619,8.83,1,11
1,600620,7.38,1,11
1,600621,14.45,1,11
1,600622,4.38,1,11
1,600623,7.63,1,11
1,600624,9.98,1,11
1,600626,7.07,1,11
1,600628,7.72,1,11
1,600629,9.36,1,11
1,600630,7.35,1,11
1,600633,9.15,1,11
1,600634,1.82,1,11
1,600635,5.32,1,11
1,600636,10.46,1,11
1,600637,10.09,1,11
1,600638,7.42,1,11
1,600639,14.18,1,11
1,600640,16.18,1,11
1,600641,12.28,1,11
1,600642,5.83,1,11
1,600643,9.49,1,11
1,600644,6.07,1,11
1,600645,20.08,1,11
1,600647,20.73,1,11
1,600648,18.65,1,11
1,600649,5.87,1,11
1,600650,10.85,1,11
1,600651,4.09,1,11
1,600652,2.05,1,11
1,600653,2.25,1,11
1,600654,1.48,1,11
1,600655,8.72,1,11
1,600657,4.09,1,11
1,600658,4.60,1,11
1,600660,22.51,1,11
1,600661,19.44,1,11
1,600662,4.91,1,11
1,600663,14.42,1,11
1,600664,4.17,1,11
1,600665,3.61,1,11
1,600666,1.91,1,11
1,600667,8.08,1,11
1,600668,14.14,1,11
1,600671,15.18,1,11
1,600673,7.93,1,11
1,600674,9.64,1,11
1,600675,4.69,1,11
1,600676,4.58,1,11
1,600677,14.80,1,11
1,600678,5.17,1,11
1,600679,12.83,1,11
1,600680,7.69,1,11
1,600681,7.40,1,11
1,600682,12.04,1,11
1,600683,4.27,1,11
1,600684,3.82,1,11
1,600685,19.37,1,11
1,600686,7.74,1,11
1,600687,2.04,1,11
1,600688,4.32,1,11
1,600689,10.49,1,11
1,600690,15.85,1,11
1,600691,2.51,1,11
1,600692,7.11,1,11
1,600693,5.23,1,11
1,600694,27.15,1,11
1,600695,6.21,1,11
1,600696,11.82,1,11
1,600697,18.16,1,11
1,600698,2.85,1,11
1,600699,17.01,1,11
1,600701,2.33,1,11
1,600702,27.63,1,11
1,600703,13.27,1,11
1,600704,5.68,1,11
1,600705,5.07,1,11
1,600706,9.37,1,11
1,600707,5.17,1,11
1,600708,3.83,1,11
1,600710,6.17,1,11
1,600711,5.67,1,11
1,600712,4.35,1,11
1,600713,4.47,1,11
1,600714,6.16,1,11
1,600715,3.57,1,11
1,600716,4.09,1,11
1,600717,6.36,1,11
1,600718,12.30,1,11
1,600719,5.44,1,11
1,600720,9.37,1,11
1,600721,5.80,1,11
1,600722,5.55,1,11
1,600723,6.38,1,11
1,600724,3.50,1,11
1,600725,2.97,1,11
1,600726,1.74,1,11
1,600727,7.07,1,11
1,600728,10.20,1,11
1,600729,27.74,1,11
1,600730,5.47,1,11
1,600731,6.80,1,11
1,600732,8.76,1,11
1,600733,7.37,1,11
1,600734,9.50,1,11
1,600735,6.01,1,11
1,600736,6.48,1,11
1,600737,9.28,1,11
1,600738,6.24,1,11
