exch_no,stock_code,last_price,price_type,order_oper_way,min_qty
3,00392,38.50,9,71,500
3,00400,1.64,9,71,1000
3,00410,2.42,9,71,500
3,00425,26.30,9,71,2000
3,00439,0.40,9,71,1000
3,00440,31.20,9,71,400
3,00460,1.36,9,71,1000
3,00467,1.40,9,71,2000
3,00489,8.40,9,71,2000
3,00493,0.73,9,71,1000
3,00494,1.02,9,71,2000
3,00506,3.49,9,71,2000
3,00511,13.28,9,71,100
3,00522,97.75,9,71,100
3,00525,2.55,9,71,2000
3,00548,10.44,9,71,2000
3,00551,21.45,9,71,500
3,00552,4.77,9,71,2000
3,00553,3.34,9,71,2000
3,00564,4.18,9,71,200
3,00570,3.91,9,71,2000
3,00576,7.00,9,71,2000
3,00581,3.28,9,71,2000
3,00582,1.02,9,71,1200
3,00586,28.75,9,71,500
3,00588,2.64,9,71,2000
3,00590,21.40,9,71,1000
3,00598,2.59,9,71,1000
3,00604,3.20,9,71,2000
3,00606,2.30,9,71,1000
3,00607,0.21,9,71,2500
3,00636,12.84,9,71,500
3,00656,10.52,9,71,500
3,00658,4.96,9,71,1000
3,00659,13.68,9,71,1000
3,00665,2.37,9,71,1000
3,00667,15.12,9,71,500
3,00669,57.60,9,71,500
3,00670,4.00,9,71,2000
3,00680,0.12,9,71,50000
3,00683,25.45,9,71,500
3,00688,26.25,9,71,2000
3,00691,2.82,9,71,1000
3,00694,7.02,9,71,2000
3,00696,16.68,9,71,1000
3,00698,0.63,9,71,10000
3,00699,5.90,9,71,1000
3,00700,345.60,9,71,100
3,00728,3.67,9,71,2000
3,00732,1.12,9,71,2000
3,00737,3.95,9,71,500
3,00751,2.06,9,71,2000
3,00753,7.20,9,71,2000
3,00754,7.81,9,71,2000
3,00762,8.44,9,71,2000
3,00772,26.75,9,71,200
3,00777,18.90,9,71,500
3,00780,13.92,9,71,400
3,00787,0.51,9,71,2000
3,00788,1.85,9,71,2000
3,00806,4.28,9,71,1000
3,00811,5.82,9,71,1000
3,00813,23.40,9,71,500
3,00817,4.67,9,71,2000
3,00836,10.76,9,71,2000
3,00839,11.00,9,71,1000
3,00857,4.33,9,71,2000
3,00861,4.29,9,71,1000
3,00867,8.92,9,71,1000
3,00868,8.87,9,71,2000
3,00874,28.95,9,71,2000
3,00880,7.72,9,71,1000
3,00881,25.60,9,71,500
3,00883,12.76,9,71,1000
3,00884,4.64,9,71,2000
3,00902,4.32,9,71,2000
3,00914,47.75,9,71,500
3,00916,4.63,9,71,1000
3,00931,0.56,9,71,2000
3,00934,3.21,9,71,2000
3,00939,6.10,9,71,1000
3,00941,67.00,9,71,500
3,00958,2.68,9,71,2000
3,00960,29.95,9,71,500
3,00966,18.60,9,71,200
3,00968,5.01,9,71,2000
3,00981,10.50,9,71,500
3,00991,1.72,9,71,2000
3,00992,5.57,9,71,2000
3,00995,4.54,9,71,2000
3,00996,0.03,9,71,10000
3,00998,4.35,9,71,1000
3,01030,6.77,9,71,2000
3,01031,1.16,9,71,2000
3,01033,0.90,9,71,2000
3,01038,53.35,9,71,500
3,01044,52.80,9,71,500
3,01053,1.01,9,71,2000
3,01055,4.91,9,71,2000
3,01060,1.32,9,71,10000
3,01065,2.90,9,71,2000
3,01066,8.48,9,71,4000
3,01071,3.22,9,71,2000
3,01072,4.87,9,71,200
3,01083,5.90,9,71,1000
3,01088,16.66,9,71,500
3,01093,15.44,9,71,2000
3,01099,27.45,9,71,400
3,01108,1.71,9,71,2000
3,01109,33.30,9,71,2000
3,01112,33.35,9,71,500
3,01113,56.50,9,71,500
3,01114,9.51,9,71,2000
3,01117,1.15,9,71,1000
3,01128,16.62,9,71,400
3,01138,4.30,9,71,2000
3,01141,0.17,9,71,10000
3,01169,20.85,9,71,1000
3,01171,8.66,9,71,2000
3,01177,10.72,9,71,1000
3,01186,9.30,9,71,500
3,01193,38.30,9,71,2000
3,01199,6.55,9,71,2000
3,01208,2.14,9,71,4000
3,01212,8.70,9,71,500
3,01233,12.94,9,71,1000
3,01269,2.62,9,71,2000
3,01282,0.34,9,71,4000
3,01288,3.17,9,71,1000
3,01293,1.59,9,71,500
3,01299,79.60,9,71,200
3,01308,8.24,9,71,1000
3,01313,8.22,9,71,2000
3,01316,6.84,9,71,1000
3,01330,3.32,9,71,1000
3,01333,3.34,9,71,400
3,01336,33.85,9,71,100
3,01339,3.32,9,71,1000
3,01347,16.20,9,71,1000
3,01357,1.89,9,71,500
3,01359,1.70,9,71,1000
3,01375,1.77,9,71,1000
3,01378,5.32,9,71,500
3,01382,5.50,9,71,1000
3,01398,5.40,9,71,1000
3,01432,0.35,9,71,1000
3,01458,3.65,9,71,500
3,01508,1.33,9,71,1000
3,01515,5.15,9,71,500
3,01528,6.67,9,71,200
3,01530,12.88,9,71,500
3,01548,17.16,9,71,2000
3,01579,48.10,9,71,1000
3,01618,1.85,9,71,1000
3,01628,3.50,9,71,1000
3,01635,2.59,9,71,1000
3,01638,3.27,9,71,1000
3,01658,4.76,9,71,1000
3,01668,1.04,9,71,2000
3,01680,0.88,9,71,1000
3,01717,11.64,9,71,1000
3,01728,2.69,9,71,500
3,01766,5.80,9,71,1000
3,01787,19.06,9,71,250
3,01788,1.38,9,71,1000
3,01800,6.48,9,71,1000
3,01813,7.13,9,71,500
3,01816,2.06,9,71,1000
3,01833,45.20,9,71,100
3,01882,16.90,9,71,1000
3,01888,7.39,9,71,500
3,01896,12.20,9,71,200
3,01898,3.30,9,71,1000
3,01918,34.45,9,71,1000
3,01919,3.04,9,71,500
3,01928,37.95,9,71,400
3,01929,7.04,9,71,200
3,01951,12.02,9,71,2000
3,01958,5.08,9,71,500
3,01970,18.02,9,71,100
3,01972,26.10,9,71,200
3,01988,5.56,9,71,500
3,01992,10.14,9,71,200
3,01997,44.20,9,71,1000
3,01999,4.56,9,71,400
3,02005,6.62,9,71,2000
3,02007,10.38,9,71,1000
3,02009,2.41,9,71,1000
3,02018,41.00,9,71,500
3,02020,62.20,9,71,1000
3,02038,1.25,9,71,1000
3,02068,2.29,9,71,1000
3,02128,6.96,9,71,1000
3,02186,6.16,9,71,500
3,02196,23.25,9,71,500
3,02199,5.20,9,71,1000
3,02232,3.22,9,71,500
3,02238,8.40,9,71,2000
3,02269,78.85,9,71,500
3,02282,12.80,9,71,400
3,02313,110.20,9,71,100
3,02314,4.60,9,71,1000
3,02318,94.35,9,71,500
3,02319,30.05,9,71,1000
3,02328,9.39,9,71,2000
3,02329,1.42,9,71,1000
3,02331,21.95,9,71,500
3,02333,5.66,9,71,500
3,02356,11.56,9,71,400
3,02357,4.25,9,71,1000
3,02359,80.45,9,71,100
3,02380,1.75,9,71,1000
3,02382,117.30,9,71,100
3,02386,5.25,9,71,500
3,02388,28.50,9,71,500
3,02588,75.40,9,71,100
3,02600,2.75,9,71,2000
3,02601,31.95,9,71,200
3,02607,14.98,9,71,100
3,02611,13.20,9,71,200
3,02628,19.46,9,71,1000
3,02688,80.10,9,71,100
3,02689,6.93,9,71,1000
3,02727,2.61,9,71,2000
3,02768,3.26,9,71,2000
3,02777,13.00,9,71,400
3,02799,1.32,9,71,1000
3,02858,2.13,9,71,500
3,02866,0.92,9,71,1000
3,02869,7.67,9,71,2000
3,02880,1.01,9,71,2000
3,02883,9.81,9,71,2000
3,02888,66.90,9,71,50
3,02899,2.93,9,71,2000
3,03301,9.24,9,71,500
3,03311,7.99,9,71,2000
3,03320,7.97,9,71,500
3,03323,7.34,9,71,2000
3,03328,5.37,9,71,1000
3,03331,13.24,9,71,1000
3,03333,17.64,9,71,1000
3,03360,7.45,9,71,1000
3,03369,1.50,9,71,500
3,03377,2.84,9,71,500
3,03380,11.74,9,71,2000
3,03383,9.73,9,71,2000
3,03396,17.78,9,71,100
3,03606,23.25,9,71,400
3,03618,4.28,9,71,1000
3,03633,7.56,9,71,1000
3,03669,6.92,9,71,500
3,03692,24.90,9,71,2000
3,03698,3.24,9,71,1000
3,03799,5.30,9,71,500
3,03800,0.34,9,71,1000
3,03808,11.76,9,71,500
3,03883,9.24,9,71,1000
3,03888,18.10,9,71,1000
3,03898,33.65,9,71,100
3,03899,5.00,9,71,2000
3,03900,6.47,9,71,500
3,03908,15.80,9,71,400
3,03958,5.30,9,71,400
3,03968,38.10,9,71,500
3,03969,5.02,9,71,1000
3,03988,3.18,9,71,1000
3,03990,21.05,9,71,200
3,03993,2.73,9,71,3000
3,03998,3.22,9,71,2000
3,06030,16.00,9,71,500
3,06060,20.05,9,71,100
3,06066,6.19,9,71,500
3,06088,3.59,9,71,1000
3,06098,22.55,9,71,1000
3,06099,9.41,9,71,200
3,06116,2.70,9,71,200
3,06158,5.20,9,71,1000
3,06178,6.56,9,71,200
3,06198,4.83,9,71,1000
3,06808,8.21,9,71,500
3,06818,3.55,9,71,1000
3,06837,9.06,9,71,400
3,06862,35.90,9,71,1000
3,06865,4.63,9,71,1000
3,06869,13.66,9,71,500
3,06881,4.50,9,71,500
3,06886,13.00,9,71,200
4,00001,71.55,9,71,500
4,00002,81.05,9,71,500
4,00003,15.70,9,71,1000
4,00004,17.28,9,71,1000
4,00005,60.60,9,71,400
4,00006,53.40,9,71,500
4,00008,4.40,9,71,1000
4,00010,20.35,9,71,1000
4,00011,177.40,9,71,100
4,00012,38.40,9,71,1000
4,00014,31.50,9,71,1000
4,00016,115.40,9,71,500
4,00017,10.16,9,71,1000
4,00019,77.30,9,71,500
4,00020,46.25,9,71,1000
4,00023,20.40,9,71,200
4,00027,52.65,9,71,1000
4,00035,3.54,9,71,1000
4,00038,1.81,9,71,2000
4,00041,27.70,9,71,1000
4,00042,0.63,9,71,2000
4,00043,0.70,9,71,2000
4,00045,8.05,9,71,500
4,00059,1.05,9,71,2000
4,00066,46.70,9,71,500
4,00069,8.26,9,71,2000
4,00078,4.28,9,71,2000
4,00081,3.90,9,71,1000
4,00083,11.84,9,71,2000
4,00086,3.45,9,71,1000
4,00087,12.16,9,71,2500
4,00095,2.70,9,71,2000
4,00101,18.16,9,71,1000
4,00107,2.34,9,71,2000
4,00116,9.23,9,71,1000
4,00119,2.82,9,71,1000
4,00123,1.79,9,71,2000
4,00127,5.78,9,71,500
4,00135,6.92,9,71,2000
4,00136,0.13,9,71,4000
4,00142,3.13,9,71,2000
4,00144,12.62,9,71,2000
4,00148,21.45,9,71,500
4,00151,6.44,9,71,1000
4,00152,14.78,9,71,500
4,00163,1.75,9,71,2000
4,00165,9.73,9,71,2000
4,00168,49.15,9,71,2000
4,00173,4.22,9,71,1000
4,00175,13.60,9,71,1000
4,00177,10.62,9,71,2000
4,00178,1.76,9,71,2000
4,00179,14.24,9,71,500
4,00187,1.42,9,71,2000
4,00189,4.10,9,71,1000
4,00200,19.76,9,71,1000
4,00215,1.42,9,71,2000
4,00220,8.55,9,71,1000
4,00241,7.09,9,71,2000
4,00242,3.03,9,71,2000
4,00256,1.75,9,71,2000
4,00257,6.15,9,71,1000
4,00267,10.08,9,71,1000
4,00268,8.19,9,71,1000
4,00270,16.36,9,71,2000
4,00272,1.64,9,71,500
4,00279,0.17,9,71,6000
4,00285,11.84,9,71,500
4,00288,7.49,9,71,500
4,00291,42.75,9,71,2000
4,00293,10.42,9,71,1000
4,00295,0.11,9,71,25000
4,00297,0.86,9,71,2000
4,00303,71.20,9,71,100
4,00308,1.35,9,71,2000
4,00315,7.06,9,71,500
4,00316,35.80,9,71,500
4,00317,6.79,9,71,2000
4,00321,1.94,9,71,2000
4,00322,11.22,9,71,2000
4,00323,2.97,9,71,2000
4,00327,3.50,9,71,1000
4,00330,1.49,9,71,100
4,00336,2.94,9,71,1000
4,00337,2.92,9,71,1000
4,00338,2.48,9,71,2000
4,00341,24.10,9,71,2000
4,00345,37.65,9,71,2000
4,00347,3.20,9,71,2000
4,00354,3.62,9,71,2000
4,00358,9.65,9,71,1000
4,00363,16.04,9,71,1000
4,00371,4.36,9,71,2000
4,00378,0.04,9,71,2000
4,00384,30.00,9,71,200
4,00386,5.03,9,71,2000
4,00388,235.00,9,71,100
4,00390,5.25,9,71,1000
4,00392,38.50,9,71,500
4,00400,1.64,9,71,1000
4,00410,2.42,9,71,500
4,00419,0.11,9,71,10000
4,00425,26.30,9,71,2000
4,00439,0.40,9,71,1000
4,00440,31.20,9,71,400
4,00451,0.28,9,71,2000
4,00460,1.36,9,71,1000
4,00467,1.40,9,71,2000
4,00468,4.26,9,71,1000
4,00480,3.36,9,71,800
4,00488,9.61,9,71,300
4,00489,8.40,9,71,2000
4,00493,0.73,9,71,1000
4,00494,1.02,9,71,2000
4,00496,6.79,9,71,1000
4,00506,3.49,9,71,2000
4,00508,0.27,9,71,5000
4,00511,13.28,9,71,100
4,00512,4.10,9,71,4000
4,00517,2.18,9,71,2000
4,00520,10.84,9,71,500
4,00522,97.75,9,71,100
4,00525,2.55,9,71,2000
4,00535,0.92,9,71,2000
4,00546,3.87,9,71,1000
4,00547,0.08,9,71,10000
4,00548,10.44,9,71,2000
4,00551,21.45,9,71,500
4,00552,4.77,9,71,2000
4,00553,3.34,9,71,2000
4,00563,1.13,9,71,2000
4,00564,4.18,9,71,200
4,00568,1.13,9,71,400
4,00570,3.91,9,71,2000
4,00576,7.00,9,71,2000
4,00579,1.36,9,71,2000
4,00581,3.28,9,71,2000
4,00582,1.02,9,71,1200
4,00586,28.75,9,71,500
4,00588,2.64,9,71,2000
4,00590,21.40,9,71,1000
4,00598,2.59,9,71,1000
4,00604,3.20,9,71,2000
4,00606,2.30,9,71,1000
4,00607,0.21,9,71,2500
4,00631,3.43,9,71,1000
4,00636,12.84,9,71,500
4,00639,1.82,9,71,2000
4,00656,10.52,9,71,500
4,00658,4.96,9,71,1000
4,00659,13.68,9,71,1000
4,00665,2.37,9,71,1000
4,00667,15.12,9,71,500
4,00669,57.60,9,71,500
4,00670,4.00,9,71,2000
4,00680,0.12,9,71,50000
4,00683,25.45,9,71,500
4,00686,0.26,9,71,2000
4,00687,1.16,9,71,2000
4,00688,26.25,9,71,2000
4,00691,2.82,9,71,1000
4,00694,7.02,9,71,2000
4,00696,16.68,9,71,1000
4,00698,0.63,9,71,10000
4,00699,5.90,9,71,1000
4,00700,345.60,9,71,100
4,00709,2.47,9,71,2000
4,00718,0.21,9,71,5000
4,00719,3.70,9,71,2000
4,00728,3.67,9,71,2000
4,00729,0.01,9,71,5000
4,00732,1.12,9,71,2000
4,00735,5.42,9,71,500
4,00737,3.95,9,71,500
4,00743,10.22,9,71,500
4,00751,2.06,9,71,2000
4,00753,7.20,9,71,2000
4,00754,7.81,9,71,2000
4,00762,8.44,9,71,2000
4,00763,22.50,9,71,200
4,00772,26.75,9,71,200
4,00775,0.37,9,71,2000
4,00777,18.90,9,71,500
4,00780,13.92,9,71,400
4,00787,0.51,9,71,2000
4,00788,1.85,9,71,2000
4,00799,5.49,9,71,1000
4,00806,4.28,9,71,1000
4,00811,5.82,9,71,1000
4,00813,23.40,9,71,500
4,00817,4.67,9,71,2000
4,00819,6.08,9,71,2000
4,00832,3.44,9,71,1000
4,00836,10.76,9,71,2000
4,00839,11.00,9,71,1000
4,00845,0.34,9,71,1000
4,00853,7.80,9,71,1000
4,00855,6.26,9,71,2000
4,00856,4.06,9,71,2000
4,00857,4.33,9,71,2000
4,00860,0.49,9,71,4000
4,00861,4.29,9,71,1000
4,00867,8.92,9,71,1000
4,00868,8.87,9,71,2000
4,00874,28.95,9,71,2000
4,00880,7.72,9,71,1000
4,00881,25.60,9,71,500
4,00883,12.76,9,71,1000
4,00884,4.64,9,71,2000
4,00895,7.03,9,71,200
4,00902,4.32,9,71,2000
4,00906,3.15,9,71,1000
4,00914,47.75,9,71,500
4,00916,4.63,9,71,1000
4,00921,8.25,9,71,1000
4,00931,0.56,9,71,2000
4,00934,3.21,9,71,2000
4,00939,6.10,9,71,1000
4,00941,67.00,9,71,500
4,00950,4.58,9,71,500
4,00951,2.90,9,71,1000
4,00958,2.68,9,71,2000
4,00960,29.95,9,71,500
4,00966,18.60,9,71,200
4,00968,5.01,9,71,2000
4,00976,0.68,9,71,2000
4,00978,1.12,9,71,2000
4,00981,10.50,9,71,500
4,00989,0.18,9,71,5000
4,00991,1.72,9,71,2000
4,00992,5.57,9,71,2000
4,00995,4.54,9,71,2000
4,00996,0.03,9,71,10000
4,00998,4.35,9,71,1000
4,01028,0.27,9,71,1000
4,01030,6.77,9,71,2000
4,01031,1.16,9,71,2000
4,01033,0.90,9,71,2000
4,01038,53.35,9,71,500
4,01044,52.80,9,71,500
4,01052,6.61,9,71,2000
4,01053,1.01,9,71,2000
4,01055,4.91,9,71,2000
4,01057,0.98,9,71,2000
4,01060,1.32,9,71,10000
4,01065,2.90,9,71,2000
4,01066,8.48,9,71,4000
4,01070,4.09,9,71,1000
4,01071,3.22,9,71,2000
4,01072,4.87,9,71,200
4,01083,5.90,9,71,1000
4,01086,1.42,9,71,1000
4,01088,16.66,9,71,500
4,01089,2.26,9,71,5000
4,01093,15.44,9,71,2000
4,01098,13.88,9,71,1000
4,01099,27.45,9,71,400
4,01108,1.71,9,71,2000
4,01109,33.30,9,71,2000
4,01112,33.35,9,71,500
4,01113,56.50,9,71,500
4,01114,9.51,9,71,2000
4,01115,1.47,9,71,1000
4,01117,1.15,9,71,1000
4,01119,4.58,9,71,400
4,01128,16.62,9,71,400
4,01131,0.88,9,71,5000
4,01138,4.30,9,71,2000
4,01140,1.70,9,71,4000
4,01141,0.17,9,71,10000
4,01157,5.55,9,71,200
4,01169,20.85,9,71,1000
4,01171,8.66,9,71,2000
4,01176,1.12,9,71,2000
4,01177,10.72,9,71,1000
4,01186,9.30,9,71,500
4,01193,38.30,9,71,2000
4,01196,4.71,9,71,2000
4,01199,6.55,9,71,2000
4,01205,0.51,9,71,2000
4,01208,2.14,9,71,4000
4,01211,42.40,9,71,500
4,01212,8.70,9,71,500
4,01230,0.94,9,71,1000
4,01233,12.94,9,71,1000
4,01234,6.63,9,71,1000
4,01238,5.34,9,71,1000
4,01250,0.09,9,71,20000
4,01257,4.97,9,71,1000
4,01269,2.62,9,71,2000
4,01282,0.34,9,71,4000
4,01288,3.17,9,71,1000
4,01293,1.59,9,71,500
4,01299,79.60,9,71,200
4,01302,1.63,9,71,2000
4,01308,8.24,9,71,1000
4,01310,14.84,9,71,500
4,01313,8.22,9,71,2000
4,01316,6.84,9,71,1000
4,01317,2.57,9,71,2000
4,01330,3.32,9,71,1000
4,01333,3.34,9,71,400
4,01336,33.85,9,71,100
4,01339,3.32,9,71,1000
4,01347,16.20,9,71,1000
4,01357,1.89,9,71,500
4,01359,1.70,9,71,1000
4,01361,1.55,9,71,1000
4,01368,4.40,9,71,500
4,01375,1.77,9,71,1000
4,01378,5.32,9,71,500
4,01381,3.68,9,71,1000
4,01382,5.50,9,71,1000
4,01383,1.88,9,71,10000
4,01398,5.40,9,71,1000
4,01432,0.35,9,71,1000
4,01448,7.32,9,71,1000
4,01458,3.65,9,71,500
4,01478,8.87,9,71,1000
4,01508,1.33,9,71,1000
4,01513,20.80,9,71,100
4,01515,5.15,9,71,500
4,01521,4.10,9,71,2000
4,01528,6.67,9,71,200
4,01530,12.88,9,71,500
4,01533,6.10,9,71,500
4,01548,17.16,9,71,2000
4,01551,3.95,9,71,1000
4,01558,37.55,9,71,200
4,01569,1.40,9,71,2000
4,01573,2.39,9,71,2000
4,01579,48.10,9,71,1000
4,01585,1.77,9,71,2000
4,01589,3.09,9,71,1000
4,01600,7.67,9,71,500
4,01608,2.30,9,71,1000
4,01610,2.36,9,71,1000
4,01618,1.85,9,71,1000
4,01622,3.20,9,71,2000
4,01628,3.50,9,71,1000
4,01635,2.59,9,71,1000
4,01636,3.34,9,71,4000
4,01638,3.27,9,71,1000
4,01658,4.76,9,71,1000
4,01666,7.97,9,71,1000
4,01668,1.04,9,71,2000
4,01680,0.88,9,71,1000
4,01681,4.55,9,71,1000
4,01686,6.05,9,71,1000
4,01717,11.64,9,71,1000
4,01728,2.69,9,71,500
4,01761,2.27,9,71,500
4,01765,1.24,9,71,2000
4,01766,5.80,9,71,1000
4,01772,10.26,9,71,200
4,01776,8.88,9,71,200
4,01777,1.22,9,71,1500
4,01778,4.22,9,71,1000
4,01787,19.06,9,71,250
4,01788,1.38,9,71,1000
4,01797,12.52,9,71,500
4,01800,6.48,9,71,1000
4,01806,3.00,9,71,400
4,01811,0.94,9,71,2000
4,01812,3.34,9,71,500
4,01813,7.13,9,71,500
4,01816,2.06,9,71,1000
4,01818,9.32,9,71,500
4,01828,2.35,9,71,1000
4,01833,45.20,9,71,100
4,01848,8.17,9,71,500
4,01860,4.03,9,71,1000
4,01882,16.90,9,71,1000
4,01883,2.95,9,71,1000
4,01888,7.39,9,71,500
4,01890,3.95,9,71,2000
4,01896,12.20,9,71,200
4,01898,3.30,9,71,1000
4,01905,1.51,9,71,2000
4,01907,2.83,9,71,1000
4,01908,8.86,9,71,1000
4,01911,15.00,9,71,100
4,01916,4.89,9,71,500
4,01918,34.45,9,71,1000
4,01919,3.04,9,71,500
4,01928,37.95,9,71,400
4,01929,7.04,9,71,200
4,01951,12.02,9,71,2000
4,01958,5.08,9,71,500
4,01963,4.52,9,71,500
4,01966,3.89,9,71,1000
4,01970,18.02,9,71,100
4,01972,26.10,9,71,200
4,01980,1.84,9,71,1000
4,01988,5.56,9,71,500
4,01992,10.14,9,71,200
4,01996,2.47,9,71,1000
4,01997,44.20,9,71,1000
4,01999,4.56,9,71,400
4,02001,3.26,9,71,1000
4,02003,8.78,9,71,200
4,02005,6.62,9,71,2000
4,02007,10.38,9,71,1000
4,02009,2.41,9,71,1000
4,02013,4.29,9,71,1000
4,02018,41.00,9,71,500
4,02019,3.35,9,71,1000
4,02020,62.20,9,71,1000
4,02038,1.25,9,71,1000
4,02039,7.08,9,71,100
4,02051,3.84,9,71,500
4,02068,2.29,9,71,1000
4,02099,8.46,9,71,100
4,02111,2.50,9,71,2000
4,02128,6.96,9,71,1000
4,02186,6.16,9,71,500
4,02196,23.25,9,71,500
4,02199,5.20,9,71,1000
4,02202,28.65,9,71,100
4,02208,9.93,9,71,200
4,02232,3.22,9,71,500
4,02233,1.32,9,71,2000
4,02238,8.40,9,71,2000
4,02255,1.18,9,71,1000
4,02269,78.85,9,71,500
4,02280,2.77,9,71,500
4,02282,12.80,9,71,400
4,02298,1.33,9,71,1000
4,02313,110.20,9,71,100
4,02314,4.60,9,71,1000
4,02318,94.35,9,71,500
4,02319,30.05,9,71,1000
4,02328,9.39,9,71,2000
4,02329,1.42,9,71,1000
4,02331,21.95,9,71,500
4,02333,5.66,9,71,500
4,02338,12.60,9,71,1000
4,02343,1.76,9,71,1000
4,02356,11.56,9,71,400
4,02357,4.25,9,71,1000
4,02359,80.45,9,71,100
4,02362,0.66,9,71,1000
4,02380,1.75,9,71,1000
4,02382,117.30,9,71,100
4,02386,5.25,9,71,500
4,02388,28.50,9,71,500
4,02588,75.40,9,71,100
4,02600,2.75,9,71,2000
4,02601,31.95,9,71,200
4,02607,14.98,9,71,100
4,02611,13.20,9,71,200
4,02628,19.46,9,71,1000
4,02666,5.70,9,71,500
4,02669,4.11,9,71,5000
4,02678,7.52,9,71,500
4,02688,80.10,9,71,100
4,02689,6.93,9,71,1000
4,02727,2.61,9,71,2000
4,02768,3.26,9,71,2000
4,02777,13.00,9,71,400
4,02799,1.32,9,71,1000
4,02858,2.13,9,71,500
4,02866,0.92,9,71,1000
4,02869,7.67,9,71,2000
4,02877,7.58,9,71,1000
4,02880,1.01,9,71,2000
4,02883,9.81,9,71,2000
4,02888,66.90,9,71,50
4,02899,2.93,9,71,2000
4,03301,9.24,9,71,500
4,03306,11.88,9,71,500
4,03308,8.65,9,71,1000
4,03309,5.12,9,71,2000
4,03311,7.99,9,71,2000
4,03320,7.97,9,71,500
4,03323,7.34,9,71,2000
4,03328,5.37,9,71,1000
4,03329,1.32,9,71,1000
4,03331,13.24,9,71,1000
4,03333,17.64,9,71,1000
4,03339,2.05,9,71,1000
4,03360,7.45,9,71,1000
4,03369,1.50,9,71,500
4,03377,2.84,9,71,500
4,03380,11.74,9,71,2000
4,03382,0.72,9,71,2000
4,03383,9.73,9,71,2000
4,03396,17.78,9,71,100
4,03606,23.25,9,71,400
4,03613,12.42,9,71,1000
4,03618,4.28,9,71,1000
4,03633,7.56,9,71,1000
4,03669,6.92,9,71,500
4,03692,24.90,9,71,2000
4,03698,3.24,9,71,1000
4,03799,5.30,9,71,500
4,03800,0.34,9,71,1000
4,03808,11.76,9,71,500
4,03813,2.39,9,71,1000
4,03818,0.84,9,71,1000
4,03836,2.64,9,71,500
4,03866,6.79,9,71,500
4,03868,2.10,9,71,2000
4,03877,1.23,9,71,2000
4,03883,9.24,9,71,1000
4,03888,18.10,9,71,1000
4,03898,33.65,9,71,100
4,03899,5.00,9,71,2000
4,03900,6.47,9,71,500
4,03908,15.80,9,71,400
4,03933,4.64,9,71,2000
4,03958,5.30,9,71,400
4,03968,38.10,9,71,500
4,03969,5.02,9,71,1000
4,03988,3.18,9,71,1000
4,03990,21.05,9,71,200
4,03993,2.73,9,71,3000
4,03998,3.22,9,71,2000
4,06030,16.00,9,71,500
4,06055,22.35,9,71,1000
4,06060,20.05,9,71,100
4,06066,6.19,9,71,500
4,06068,3.30,9,71,2000
4,06088,3.59,9,71,1000
