exch_no,stock_code,last_price
1,600088,13.750000000
1,600089,6.990000000
1,600090,4.310000000
1,600091,3.710000000
1,600093,10.440000000
1,600094,7.530000000
1,600095,8.310000000
1,600096,6.000000000
1,600097,10.500000000
1,600098,6.320000000
1,600099,7.320000000
1,600100,9.150000000
1,600101,6.420000000
1,600103,2.270000000
1,600104,24.260000000
1,600105,4.180000000
1,600106,3.100000000
1,600107,6.380000000
1,600108,3.250000000
1,600109,9.410000000
1,600110,4.980000000
1,600111,11.180000000
1,600112,2.550000000
1,600113,7.220000000
1,600114,6.450000000
1,600115,5.960000000
1,600116,7.670000000
1,600117,3.620000000
1,600118,23.080000000
1,600119,5.760000000
1,600120,12.560000000
1,600121,2.570000000
1,600122,2.890000000
1,600123,7.070000000
1,600125,6.280000000
1,600126,4.440000000
1,600127,4.780000000
1,600128,7.660000000
1,600129,10.090000000
1,600130,3.710000000
1,600131,15.340000000
1,600132,42.440000000
1,600133,5.880000000
1,600135,8.020000000
1,600136,9.540000000
1,600137,16.560000000
1,600138,12.630000000
1,600139,3.750000000
1,600141,11.120000000
1,600145,1.870000000
1,600146,14.490000000
1,600148,15.970000000
1,600149,5.610000000
1,600150,23.900000000
1,600151,4.990000000
1,600152,5.510000000
1,600153,8.750000000
1,600155,12.430000000
1,600156,4.830000000
1,600157,1.600000000
1,600158,10.230000000
1,600159,2.730000000
1,600160,7.640000000
1,600161,26.150000000
1,600162,2.200000000
1,600163,3.870000000
1,600165,4.020000000
1,600166,2.180000000
1,600167,11.140000000
1,600168,6.740000000
1,600169,2.520000000
1,600170,3.810000000
1,600171,16.010000000
1,600172,3.480000000
1,600173,4.270000000
1,600175,2.200000000
1,600176,8.900000000
1,600177,6.350000000
1,600178,5.060000000
1,600179,2.710000000
1,600180,8.090000000
1,600182,16.820000000
1,600183,17.270000000
1,600184,11.950000000
1,600185,4.810000000
1,600186,1.690000000
1,600187,2.930000000
1,600188,10.380000000
1,600189,4.070000000
1,600190,3.280000000
1,600191,5.710000000
1,600192,5.780000000
1,600193,3.640000000
1,600195,10.660000000
1,600196,27.160000000
1,600197,17.680000000
1,600198,11.680000000
1,600199,6.300000000
1,600200,5.440000000
1,600201,14.870000000
1,600202,5.020000000
1,600203,5.740000000
1,600206,10.710000000
1,600207,4.640000000
1,600208,2.980000000
1,600209,3.280000000
1,600210,3.740000000
1,600211,31.090000000
1,600212,4.020000000
1,600213,9.760000000
1,600215,7.430000000
1,600216,11.590000000
1,600217,5.690000000
1,600218,12.630000000
1,600219,2.210000000
1,600220,2.290000000
1,600221,1.980000000
1,600222,4.450000000
1,600223,3.750000000
1,600225,3.310000000
1,600226,2.910000000
1,600227,2.710000000
1,600228,7.060000000
1,600229,7.080000000
1,600230,14.000000000
1,600231,2.960000000
1,600232,6.120000000
1,600233,12.400000000
1,600234,7.150000000
1,600235,5.160000000
1,600236,4.740000000
1,600237,4.260000000
1,600238,9.800000000
1,600239,3.010000000
1,600240,0.990000000
1,600241,5.880000000
1,600242,8.210000000
1,600243,4.410000000
1,600246,3.790000000
1,600247,4.380000000
1,600248,4.550000000
1,600249,4.420000000
1,600250,6.840000000
1,600251,5.720000000
1,600252,2.980000000
1,600255,1.750000000
1,600256,3.490000000
1,600257,4.410000000
1,600258,17.590000000
1,600259,34.200000000
1,600260,19.070000000
1,600261,4.060000000
1,600262,21.850000000
1,600265,25.900000000
1,600266,8.230000000
1,600267,9.660000000
1,600268,5.470000000
1,600269,4.360000000
1,600270,20.990000000
1,600271,23.000000000
1,600272,8.160000000
1,600273,11.050000000
1,600275,2.360000000
1,600276,67.090000000
1,600277,4.980000000
1,600278,12.200000000
1,600279,4.420000000
1,600280,3.360000000
1,600281,4.940000000
1,600282,3.330000000
1,600283,10.820000000
1,600284,7.440000000
1,600285,8.280000000
1,600287,6.500000000
1,600288,11.810000000
1,600289,2.630000000
1,600290,4.380000000
1,600291,9.440000000
1,600292,6.030000000
1,600293,4.600000000
1,600295,8.390000000
1,600297,4.100000000
1,600298,30.040000000
1,600299,11.580000000
1,600300,3.470000000
1,600301,6.700000000
1,600302,4.960000000
1,600303,4.380000000
1,600305,16.450000000
1,600306,6.640000000
1,600307,1.950000000
1,600308,4.440000000
1,600309,42.870000000
1,600310,4.680000000
1,600311,4.030000000
1,600312,7.960000000
1,600313,3.290000000
1,600315,30.700000000
1,600316,14.870000000
1,600317,2.700000000
1,600318,6.760000000
1,600319,5.780000000
1,600320,3.700000000
1,600321,1.830000000
1,600322,3.540000000
1,600323,17.400000000
1,600325,8.110000000
1,600326,7.200000000
1,600327,3.610000000
1,600328,8.300000000
1,600329,13.430000000
1,600330,7.150000000
1,600331,3.000000000
1,600332,38.450000000
1,600333,5.530000000
1,600335,6.930000000
1,600336,4.300000000
1,600337,3.950000000
1,600338,13.970000000
1,600339,3.740000000
1,600340,30.970000000
1,600343,10.250000000
1,600345,28.700000000
1,600346,11.430000000
1,600348,5.490000000
1,600350,4.820000000
1,600351,6.010000000
1,600352,15.150000000
1,600353,5.280000000
1,600354,5.750000000
1,600355,3.830000000
1,600356,7.440000000
1,600358,4.100000000
1,600359,6.600000000
1,600360,6.190000000
1,600361,3.920000000
1,600362,14.760000000
1,600363,12.470000000
1,600365,5.480000000
1,600366,7.360000000
1,600367,8.000000000
1,600368,5.280000000
1,600369,4.960000000
1,600370,3.090000000
1,600371,11.230000000
1,600372,15.260000000
1,600373,12.740000000
1,600375,4.930000000
1,600376,7.700000000
1,600377,10.200000000
1,600378,13.820000000
1,600379,5.860000000
1,600380,8.540000000
1,600381,5.790000000
1,600382,7.270000000
1,600383,12.310000000
1,600385,7.640000000
1,600386,3.940000000
1,600387,7.220000000
1,600388,12.660000000
1,600389,21.230000000
1,600390,9.050000000
1,600391,16.180000000
1,600392,9.730000000
1,600393,3.020000000
1,600395,6.010000000
1,600396,1.790000000
1,600397,2.480000000
1,600398,8.850000000
1,600399,3.070000000
1,600400,3.540000000
1,600401,0.150000000
1,600403,3.870000000
1,600405,4.730000000
1,600406,18.750000000
1,600408,2.420000000
1,600409,5.540000000
1,600410,11.300000000
1,600415,4.020000000
1,600416,5.670000000
1,600418,5.110000000
1,600419,14.450000000
1,600420,8.960000000
1,600421,9.570000000
1,600422,10.580000000
1,600423,3.030000000
1,600425,4.030000000
1,600426,14.990000000
1,600428,3.870000000
1,600429,5.790000000
1,600432,1.380000000
1,600433,3.660000000
1,600435,9.180000000
1,600436,105.590000000
1,600438,14.250000000
1,600439,3.390000000
1,600444,12.020000000
1,600446,20.530000000
1,600448,5.630000000
1,600449,8.760000000
1,600452,15.470000000
1,600455,27.930000000
1,600456,22.900000000
1,600458,8.810000000
1,600459,16.240000000
1,600460,15.080000000
1,600461,5.980000000
1,600462,1.500000000
1,600463,7.880000000
1,600466,6.350000000
1,600467,2.550000000
1,600468,3.860000000
1,600469,5.720000000
1,600470,4.930000000
1,600475,10.240000000
1,600476,17.840000000
1,600477,3.100000000
1,600478,5.020000000
1,600479,9.840000000
1,600480,8.190000000
1,600481,3.610000000
1,600483,8.220000000
1,600485,8.300000000
1,600486,53.910000000
1,600487,16.090000000
1,600488,4.130000000
1,600489,9.280000000
1,600490,4.760000000
1,600491,6.640000000
1,600493,6.070000000
1,600495,4.680000000
1,600496,2.780000000
1,600497,4.760000000
1,600498,26.850000000
1,600499,4.380000000
1,600500,5.550000000
1,600501,9.000000000
1,600502,4.230000000
1,600503,3.540000000
1,600505,6.900000000
1,600506,11.700000000
1,600507,9.140000000
1,600508,9.460000000
1,600509,5.050000000
1,600510,6.110000000
1,600511,22.660000000
1,600512,2.690000000
1,600513,7.120000000
1,600515,4.850000000
1,600516,11.500000000
1,600517,6.880000000
1,600518,3.400000000
1,600519,969.000000000
1,600520,12.160000000
1,600521,15.940000000
1,600522,8.850000000
1,600523,13.800000000
1,600525,5.700000000
1,600526,5.400000000
1,600527,2.200000000
1,600528,10.850000000
1,600529,22.110000000
1,600530,5.390000000
1,600531,4.930000000
1,600532,4.810000000
1,600533,3.410000000
1,600535,16.430000000
1,600536,49.770000000
1,600537,3.550000000
1,600538,5.530000000
1,600539,6.250000000
1,600540,4.470000000
1,600543,6.600000000
1,600545,6.660000000
1,600546,6.850000000
1,600547,40.950000000
1,600548,9.570000000
1,600549,12.890000000
1,600550,3.710000000
1,600551,8.910000000
1,600552,5.230000000
1,600555,2.790000000
1,600556,8.080000000
1,600557,14.890000000
1,600558,3.390000000
1,600559,12.720000000
1,600560,8.880000000
1,600561,6.380000000
1,600562,15.930000000
1,600563,42.890000000
1,600565,3.910000000
1,600566,31.330000000
1,600567,3.280000000
1,600568,1.880000000
1,600569,2.680000000
1,600570,70.490000000
1,600571,8.730000000
1,600572,6.500000000
1,600573,7.520000000
1,600575,2.760000000
1,600576,4.220000000
1,600577,2.920000000
1,600578,3.190000000
1,600579,9.700000000
1,600580,8.680000000
1,600581,3.470000000
1,600582,3.320000000
1,600583,5.370000000
1,600584,13.240000000
1,600585,40.500000000
1,600586,2.980000000
1,600587,16.910000000
1,600588,28.200000000
1,600589,4.720000000
1,600590,6.300000000
1,600592,15.250000000
1,600593,43.040000000
1,600594,4.960000000
1,600595,1.380000000
1,600596,10.350000000
1,600597,11.290000000
1,600598,10.200000000
1,600599,13.810000000
1,600602,7.760000000
1,600604,10.870000000
1,600605,12.160000000
1,600606,7.230000000
1,600608,4.310000000
1,600609,3.850000000
1,600610,3.260000000
1,600611,4.330000000
1,600612,45.650000000
1,600613,6.980000000
1,600614,2.130000000
1,600615,7.340000000
1,600616,5.810000000
1,600617,5.350000000
1,600618,8.500000000
1,600619,9.040000000
1,600620,7.170000000
1,600621,13.610000000
1,600622,4.700000000
1,600623,7.730000000
1,600624,9.730000000
1,600626,7.140000000
1,600628,7.270000000
1,600629,9.580000000
1,600630,7.580000000
1,600633,9.820000000
1,600634,1.960000000
1,600635,5.790000000
1,600636,10.560000000
1,600637,9.950000000
1,600638,8.040000000
1,600639,15.120000000
1,600640,11.780000000
1,600641,11.080000000
1,600642,5.770000000
1,600643,9.350000000
1,600644,6.160000000
1,600645,16.180000000
1,600647,14.810000000
1,600648,20.740000000
1,600649,6.360000000
1,600650,11.180000000
1,600651,3.150000000
1,600652,2.180000000
1,600653,2.230000000
1,600654,1.680000000
1,600655,8.110000000
1,600657,4.110000000
1,600658,4.640000000
1,600660,22.720000000
1,600661,20.950000000
1,600662,5.160000000
1,600663,15.080000000
1,600664,3.880000000
1,600665,3.870000000
1,600666,1.930000000
1,600667,7.580000000
1,600668,12.250000000
1,600671,12.860000000
1,600673,7.940000000
1,600674,9.140000000
1,600675,5.120000000
1,600676,4.720000000
1,600677,14.170000000
1,600678,5.230000000
1,600679,12.910000000
1,600680,7.690000000
1,600681,7.110000000
1,600682,11.930000000
1,600683,4.510000000
1,600684,3.900000000
1,600685,16.180000000
1,600686,8.090000000
1,600687,1.950000000
1,600688,4.750000000
1,600689,10.650000000
1,600690,16.920000000
1,600691,2.560000000
1,600692,7.230000000
1,600693,5.250000000
1,600694,27.700000000
1,600695,5.820000000
1,600696,8.930000000
1,600697,18.030000000
1,600698,2.940000000
1,600699,21.890000000
1,600701,2.490000000
1,600702,27.550000000
1,600703,11.360000000
1,600704,5.450000000
1,600705,5.190000000
1,600706,9.120000000
1,600707,5.720000000
1,600708,5.560000000
1,600710,5.830000000
1,600711,5.030000000
1,600712,4.810000000
1,600713,4.350000000
1,600714,6.170000000
1,600715,3.680000000
1,600716,3.960000000
1,600717,6.300000000
1,600718,11.990000000
1,600719,5.100000000
1,600720,8.780000000
1,600721,6.050000000
1,600722,6.410000000
1,600723,6.670000000
1,600724,3.720000000
1,600725,2.850000000
1,600726,1.780000000
1,600727,6.940000000
1,600728,9.330000000
1,600729,28.010000000
1,600730,5.350000000
1,600731,6.580000000
1,600732,7.690000000
1,600733,8.080000000
1,600734,8.950000000
1,600735,5.670000000
1,600736,7.220000000
1,600737,9.170000000
1,600738,6.240000000
1,600739,13.900000000
1,600740,8.730000000
1,600741,22.550000000
1,600742,11.140000000
1,600743,2.440000000
1,600744,3.120000000
1,600745,39.550000000
1,600746,6.990000000
1,600747,0.990000000
1,600748,9.030000000
1,600749,10.540000000
1,600750,12.240000000
1,600751,3.200000000
1,600753,16.990000000
1,600754,24.370000000
1,600755,8.180000000
1,600756,21.740000000
1,600757,6.700000000
1,600758,4.730000000
1,600759,3.450000000
1,600760,31.100000000
1,600761,9.480000000
1,600763,85.150000000
1,600764,27.970000000
1,600765,9.360000000
1,600766,8.610000000
1,600767,6.090000000
1,600768,10.770000000
1,600769,5.720000000
1,600770,6.200000000
1,600771,17.520000000
1,600773,6.330000000
1,600774,11.520000000
1,600775,11.420000000
1,600776,20.130000000
1,600777,2.030000000
1,600778,5.140000000
1,600779,48.020000000
1,600780,3.480000000
1,600781,8.160000000
1,600782,4.770000000
1,600783,15.290000000
1,600784,4.990000000
1,600785,15.810000000
1,600787,5.660000000
1,600789,6.750000000
1,600790,3.620000000
1,600791,3.940000000
1,600792,3.640000000
1,600793,18.530000000
1,600794,4.130000000
1,600795,2.550000000
1,600796,5.490000000
1,600797,8.790000000
1,600798,3.930000000
1,600800,5.590000000
1,600801,19.710000000
1,600802,7.960000000
1,600803,10.070000000
1,600804,7.130000000
1,600805,5.410000000
1,600806,1.470000000
1,600807,4.430000000
1,600808,2.930000000
1,600809,68.790000000
1,600810,8.550000000
1,600811,3.670000000
1,600812,4.420000000
1,600814,5.140000000
1,600815,3.090000000
1,600816,4.710000000
1,600817,7.810000000
1,600818,11.020000000
1,600819,4.740000000
1,600820,6.180000000
1,600821,4.000000000
1,600822,12.480000000
1,600823,4.080000000
1,600824,3.660000000
1,600825,4.680000000
1,600826,11.880000000
1,600827,9.160000000
1,600828,4.770000000
1,600829,6.690000000
1,600830,6.030000000
1,600831,9.790000000
1,600833,9.820000000
1,600834,7.380000000
1,600835,16.630000000
1,600836,4.120000000
1,600837,13.860000000
1,600838,6.870000000
1,600839,2.980000000
1,600841,7.710000000
1,600843,7.160000000
1,600844,4.500000000
1,600845,29.750000000
1,600846,8.370000000
1,600847,11.980000000
1,600848,35.800000000
1,601607,17.410000000
1,600850,20.550000000
1,600851,7.270000000
1,600853,4.710000000
1,600854,3.880000000
1,600855,14.670000000
1,600856,3.000000000
1,600857,9.660000000
1,600858,4.920000000
1,600859,15.220000000
1,600860,6.930000000
1,600861,8.640000000
1,600862,9.840000000
1,600863,3.070000000
1,600864,6.600000000
1,600865,5.900000000
1,600866,5.000000000
1,600867,15.510000000
1,600868,3.520000000
1,600869,4.530000000
1,600870,3.270000000
1,600871,2.370000000
1,600872,40.810000000
1,600873,4.840000000
1,600874,7.860000000
1,600875,10.310000000
1,600876,11.160000000
1,600877,6.800000000
1,600879,6.260000000
1,600880,3.810000000
1,600881,3.180000000
1,600882,11.180000000
1,600883,7.570000000
1,600884,10.860000000
1,600885,24.280000000
1,600886,8.460000000
1,600887,32.260000000
1,600888,5.270000000
1,600889,4.940000000
1,600890,5.870000000
1,600891,1.590000000
1,600892,5.080000000
1,600893,23.210000000
1,600894,7.650000000
1,600895,18.120000000
1,600896,4.490000000
1,600897,23.620000000
1,600898,8.070000000
1,600900,18.380000000
1,600960,3.630000000
1,600963,4.550000000
1,600966,4.090000000
1,600967,11.060000000
1,600969,6.760000000
1,600975,13.170000000
1,600976,15.390000000
1,600980,14.750000000
1,600985,11.370000000
1,600986,4.020000000
1,600988,5.340000000
1,600990,48.650000000
1,600992,7.760000000
1,600993,17.580000000
1,600995,7.550000000
1,600997,6.260000000
2,002017,11.320000000
2,002002,5.310000000
2,002003,6.390000000
2,002004,4.790000000
2,002005,1.460000000
2,002006,4.930000000
2,002007,31.070000000
2,002008,28.430000000
2,002009,8.700000000
2,002010,7.960000000
2,002011,5.010000000
2,002012,5.050000000
2,002013,6.900000000
2,002014,7.060000000
2,002015,5.500000000
2,002016,8.270000000
2,002018,0.970000000
2,002019,11.590000000
2,002020,12.380000000
2,002021,1.680000000
2,002022,9.420000000
2,002023,11.720000000
2,002024,10.730000000
2,002025,25.950000000
2,002026,5.630000000
2,002027,4.860000000
2,002028,10.540000000
2,002029,6.280000000
2,002030,11.060000000
2,002031,2.010000000
2,002032,70.200000000
2,002033,5.890000000
